u_mag,g_mag,r_mag,i_mag,z_mag,ra,dec
18.288338,16.759256,16.186316,16.025682,15.895956,180.0869934,23.3114364
20.751181,19.425142,18.851072,18.632151,18.519039,180.0870899,23.08776002
17.608835,16.770098,16.493322,16.389637,16.401287,180.0876927,24.40966879
18.859995,17.941198,17.662254,17.618261,17.488058,180.1491224,21.29937864
20.658533,19.52116,19.090799,19.004265,18.815073,180.0880619,22.90852897
20.023426,18.840014,18.479767,18.323021,18.232801,180.0404567,21.23342482
20.443398,19.652107,19.00415,18.944818,18.653763,180.0999874,20.73976197
20.421988,19.521923,19.159597,18.995361,18.964798,180.1004487,23.07251899
19.124826,18.183897,17.823704,17.683798,17.630154,180.1073095,20.96591087
20.528728,19.716032,19.43936,19.319988,19.383408,180.1074223,23.8888725
20.288868,19.258125,18.934464,18.769091,18.764614,180.1074468,20.97811005
17.846252,16.514601,16.028273,15.922142,15.897054,180.1076185,22.12048456
19.726658,19.450603,19.319599,19.447721,19.234747,180.1211807,21.22001593
20.080431,19.161459,19.010096,18.982473,19.050508,180.078567,22.26439724
20.030294,18.600462,18.073669,17.910885,17.836405,180.1212989,22.19056991
18.569016,17.244049,16.756435,16.617411,16.462,180.1261581,22.01093837
19.291946,17.810862,17.233881,17.03228,16.939131,180.1598425,23.2569586
19.11227,17.970268,17.530262,17.333904,17.274363,180.1262645,23.49050427
19.28076,16.791483,15.784773,15.446675,15.269293,180.1263004,24.48854407
18.88538,18.01836,17.745472,17.641504,17.644218,180.1273109,23.06424723
20.76528,19.296108,18.688583,18.435631,18.288084,180.1411691,20.28467088
20.251549,17.767368,16.545042,16.04574,15.766404,180.0989101,22.6863592
20.924913,19.959673,19.571972,19.385895,19.464851,180.0993027,23.5354469
20.239588,19.041935,18.549074,18.330046,18.2428,180.0995781,23.64759208
19.953407,18.740059,18.377527,18.255617,18.1017,180.0995941,23.47001125
17.829002,16.494698,15.96646,15.881375,15.787426,180.0997989,21.78034783
18.337482,16.366627,15.629498,15.367138,15.325209,180.1493607,23.75725773
20.911587,19.339514,18.659586,18.423206,18.268557,180.1496085,23.88925909
19.304781,17.732544,17.154112,17.078064,16.893932,180.1498236,21.28966896
19.932016,18.385868,17.778992,17.478008,17.291094,180.1538384,22.00403841
19.646101,18.381807,17.921667,17.748659,17.709177,180.1544192,21.89077199
20.587879,17.899588,16.47525,15.594058,15.180405,180.1845902,23.48173877
19.297909,18.500631,18.231131,18.125595,18.062042,180.1547127,21.82179196
20.254677,18.031639,16.920893,16.506157,16.278294,180.1593152,22.66006186
16.870567,15.788645,15.384364,15.252988,15.209703,180.1596201,22.82581818
17.85656,16.765251,16.388548,16.244144,16.209873,180.1607677,23.89534294
20.112719,20.075441,20.135622,19.883322,19.923046,180.1928195,23.10292899
19.170071,17.916498,17.357553,17.121445,17.095263,180.1674857,22.62253401
20.463482,18.760841,18.079542,17.773949,17.611483,180.1686807,24.781797
18.833702,17.823784,17.478001,17.352856,17.364717,180.1486552,23.49869266
20.668362,18.329323,17.272663,16.840227,16.607401,180.1487768,24.98059914
19.168209,17.518654,16.570442,16.330748,16.187916,180.1491064,23.15848815
20.769199,18.747166,17.911243,17.63521,17.575693,180.1491532,23.39314773
20.900841,19.766224,19.455526,19.354595,19.188375,180.1492327,24.70095908
19.595423,18.657398,18.330351,18.193184,18.154543,180.1774674,24.63410816
20.217859,19.374989,19.072964,18.996304,18.865412,180.2018052,20.79064794
20.9093,18.381998,17.023626,16.082907,15.580838,180.1775854,21.01785485
17.359621,16.059155,15.65797,15.509195,15.454225,180.1842109,21.34556307
20.447092,19.332308,18.952234,18.861898,18.916338,180.1530268,22.18698336
18.334925,17.545643,17.328638,17.206846,17.208067,180.1843701,24.50682936
20.797274,20.470572,20.211439,19.905104,19.632828,180.207418,21.16221004
20.118025,19.157001,18.930738,18.790716,18.823544,180.1848172,21.62718956
19.194818,17.322887,16.660929,16.45233,16.35788,180.1849957,22.72109123
20.869177,19.652023,18.98535,18.770933,18.604914,180.1857108,21.46799165
20.717188,18.299629,17.215786,16.821671,16.561396,180.1926701,21.80756845
20.794201,19.870752,19.3561,19.279667,19.294664,180.2330854,22.03685596
19.468452,17.765684,17.046494,16.755018,16.587992,180.1933082,20.25817228
19.752234,17.454872,16.382065,16.021288,15.922662,180.1935892,22.01340634
20.045959,19.127031,18.773634,18.634712,18.662291,180.1938601,22.9442068
20.509277,19.575441,19.514856,19.462822,19.502272,180.1688538,22.88456949
20.808628,18.298409,16.961967,16.335104,16.010792,180.1761958,22.72328885
17.788738,16.511961,16.011736,15.867463,15.795356,180.2436114,23.0858915
18.164679,17.0693,16.663486,16.528437,16.450357,180.1945003,22.67526765
20.544836,19.457239,19.024569,18.903494,18.848162,180.1763073,22.68119337
20.979269,19.388004,18.682898,18.408962,18.232565,180.1764567,21.20007541
20.395494,18.623447,17.927139,17.648247,17.528679,180.1767162,24.91695917
16.819998,15.795603,15.501632,15.356305,15.339997,180.1769598,21.69398389
17.712149,16.325756,15.761998,15.552052,15.490946,180.1772124,23.89607281
17.906427,16.214577,15.565618,15.336997,15.21832,180.2018826,22.65072145
20.835037,18.226961,16.914125,16.220718,15.900084,180.2024168,23.71905041
20.53441,19.586983,19.129311,19.033787,18.925564,180.2026098,23.44876686
20.130184,18.805777,18.328722,18.109322,18.073019,180.2028326,23.69556358
19.999414,18.235891,17.476841,17.126467,16.96467,180.2076254,23.71086677
20.146931,19.820955,19.765591,19.67909,19.37384,180.2083937,23.82510306
18.627823,17.326761,16.867294,16.699886,16.613937,180.2084411,20.99628988
19.201406,18.309996,17.980431,17.881109,17.838539,180.2088877,21.13543146
17.57789,16.389521,15.952951,15.804343,15.775505,180.1509051,22.29732997
20.001295,19.124857,18.777206,18.658709,18.655924,180.1515457,21.56516598
18.715153,17.526291,17.504681,17.587013,17.651638,180.1516549,22.70426654
18.721636,17.419222,16.955292,16.828543,16.78891,180.1522648,23.21608562
20.540911,20.472923,20.222879,20.208664,20.017363,180.1527086,21.27324956
20.761013,19.877934,19.52154,19.468311,19.445673,180.1621827,22.09655172
20.339983,19.527706,19.180866,19.03928,19.118185,180.1626484,21.90907381
17.785387,16.375061,15.926064,15.815336,15.740559,180.1345215,22.51711316
19.735771,18.200535,17.662333,17.430256,17.365025,180.1720447,20.64704063
20.306984,18.444853,17.68767,17.437082,17.287277,180.1867931,22.72022398
19.523479,19.376453,19.131552,19.109016,19.239784,180.1358993,23.67832173
17.765814,16.820745,16.589069,16.517094,16.519728,180.142425,22.34709638
20.095175,18.944788,19.052376,19.162004,19.300953,180.1425519,23.18854993
20.267464,19.396441,19.093845,18.972979,18.972845,180.1426302,22.78604451
20.633663,18.212528,16.92902,16.378584,16.063097,180.1432891,22.65658414
20.425877,19.386606,19.026255,18.893713,18.863235,180.1734107,24.14140511
20.094793,19.005411,18.535265,18.273439,18.18466,180.1797993,23.66577335
20.305281,19.183128,18.930489,18.82872,18.730726,180.1799692,20.15635747
19.912495,19.727678,19.586506,19.32342,19.421118,180.1807499,22.05582935
20.611931,18.13238,16.905785,16.432463,16.230448,180.1807793,23.03188573
18.089699,16.782547,16.298203,16.10409,15.994997,180.1812622,21.55370147
20.391394,19.609541,19.259468,19.141808,19.086269,180.1813501,20.16707806
17.919012,16.64592,16.11281,15.899677,15.780457,180.1814136,24.28291025
19.802881,17.975239,17.279617,16.969959,16.795097,180.1814914,24.207751
20.334833,19.293489,19.22501,19.286755,19.374239,180.186262,22.34227875
20.629637,19.733433,19.446482,19.387726,19.377874,180.1984661,22.90139005
19.674515,18.317471,17.806431,17.586863,17.573914,180.1716082,22.89579018
19.976469,18.231588,17.585054,17.291693,17.137571,180.1716723,21.72860668
20.378574,17.858738,16.705494,16.259089,16.00185,180.186711,21.7920582
20.742262,18.323572,16.956942,16.329737,15.989885,180.1717612,21.63659637
19.167328,16.718708,15.768619,15.437787,15.27,180.1868118,21.35202143
18.409609,17.103262,16.639544,16.434542,16.369682,180.1723626,21.61610682
18.483654,17.611721,17.351988,17.245853,17.365175,180.1726764,24.18945002
18.631432,17.693165,17.506248,17.432182,17.416794,180.1730216,21.91663734
19.94347,18.762985,18.363621,18.211393,18.211451,180.1730837,23.70198587
18.990908,18.125013,17.74231,17.694902,17.636522,180.2111807,23.30004415
20.111471,17.888603,16.82729,16.486977,16.278009,180.1880108,22.8065856
18.04846,16.852823,16.421375,16.302719,16.239048,180.1880837,21.81959499
20.817404,19.351534,18.794121,18.559191,18.408609,180.1880922,21.9676801
20.338573,20.207493,20.159847,19.760983,19.744057,180.1804214,23.9020614
20.7738,18.216433,17.078403,16.665442,16.396996,180.1881141,24.96291759
20.27673,19.312391,18.901693,18.789228,18.727072,180.1967712,21.43023258
20.383492,19.469536,19.031681,18.872437,18.803616,180.1970682,24.88550406
20.985506,18.596006,17.424757,16.989523,16.695581,180.1974181,21.10799169
18.43891,17.327417,16.943346,16.872356,16.795416,180.1974491,22.3999181
17.825176,16.621161,16.216431,16.071869,16.002375,180.1983101,20.76509272
19.321928,17.075592,16.157436,15.827025,15.665833,180.2029378,23.98394381
19.824928,18.607992,18.169664,18.035254,17.952696,180.2036027,24.13035807
20.059866,19.177536,18.887589,18.795534,18.783379,180.2251371,24.44488115
19.487915,17.988819,17.329,17.124229,17.00297,180.2046333,24.93215014
20.070026,17.621138,16.538683,16.252167,16.124342,180.1871976,22.53897546
19.733139,18.826767,18.442961,18.302347,18.279034,180.1873563,22.29316546
19.013744,16.87949,16.005056,15.70847,15.526128,180.187542,24.21729705
20.972282,18.716019,17.784494,17.478016,17.256929,180.1875478,21.81720634
19.819424,18.860077,18.532187,18.407389,18.430082,180.187927,24.61142166
20.519602,17.792618,16.455824,15.626731,15.207237,180.2321586,23.83102715
17.456833,15.937468,15.357547,15.178689,15.072163,180.2323281,20.81543622
19.68469,18.738264,18.372417,18.259512,18.354759,180.2113088,22.04509312
20.770397,19.851023,19.515438,19.455759,19.457541,180.2165421,22.37302207
17.147036,15.960946,15.489146,15.383089,15.313174,180.2172215,24.94220971
19.951904,17.356916,15.921304,15.218442,15.010549,180.2221428,20.77322486
20.007481,18.949179,18.540956,18.352791,18.286922,180.2221491,23.96298838
19.891069,17.528212,16.529736,16.185465,15.964858,180.2221606,22.66191294
17.254223,16.003311,15.512996,15.405262,15.2913,180.2221803,23.39517364
20.083454,19.282579,18.972771,18.899244,18.861446,180.2225686,22.57959473
20.350794,17.966772,16.969833,16.561403,16.346794,180.2234527,24.47551642
19.998922,19.07041,18.659105,18.620462,18.678144,180.2238503,22.15299092
20.894882,18.564081,17.327068,16.799589,16.465467,180.2033462,20.33673811
19.896263,18.760904,18.511475,18.42705,18.351595,180.225082,22.69912037
20.567495,20.219482,19.86759,19.5296,19.568283,180.2260056,22.87118443
20.356491,19.602671,19.306799,19.245056,19.127008,180.2101212,23.36845325
18.234865,16.796055,16.289675,16.146585,16.038361,180.2712031,23.94224484
17.557022,16.413736,15.945734,15.845839,15.777111,180.2108304,23.34892164
18.075211,16.766819,16.313147,16.136873,16.067537,180.2313272,20.44943659
19.847944,18.5282,18.068274,17.875994,17.826864,180.4622746,24.07025977
17.821486,16.014845,15.41205,15.25636,15.17499,180.2109018,21.8858157
16.951694,15.851185,15.492259,15.328665,15.333326,180.4928156,24.07258488
20.701548,19.643995,19.672504,19.786657,19.806252,180.2112074,23.07172781
20.461519,18.055626,16.752293,16.27709,15.92365,180.2327576,23.30308363
20.23415,19.833872,19.69331,19.69265,19.633615,180.2417683,24.50697876
19.849815,18.576845,18.00519,17.829245,17.675501,180.241773,23.08717613
20.163485,19.298594,18.938122,18.825338,18.812515,180.2425234,20.74079431
20.814203,20.023716,19.725761,19.713428,19.61828,180.2477405,20.79072026
19.298531,18.464096,18.208572,18.165922,18.141901,180.2478676,22.6863029
20.861471,20.008469,19.687841,19.604532,19.601213,180.2485179,24.21196928
16.949915,15.824054,15.454528,15.338982,15.29336,180.2559715,24.37474572
17.257473,16.233637,15.886709,15.790144,15.719,180.2570703,22.49529892
19.653807,19.60359,19.576744,19.349789,19.327515,180.2574182,23.42664664
17.022577,15.895375,15.522529,15.390739,15.367979,180.2621173,24.6396042
20.763699,18.524351,17.452492,17.012911,16.741446,180.2626149,20.0839527
20.61768,17.840446,16.494104,15.586102,15.087656,180.2258302,20.96534775
16.803776,15.915738,15.574931,15.483652,15.470566,180.2632417,23.11018707
20.091965,19.152847,18.696541,18.520836,18.419399,180.2094052,21.14568499
19.486485,18.614437,18.281794,18.164736,18.173717,180.4347685,24.08041906
18.204903,17.077629,16.635523,16.46007,16.403975,180.4601511,23.94330091
19.873526,18.125355,17.390215,17.060928,16.895748,180.2313777,20.98236884
19.83563,18.860973,18.580904,18.54682,18.45616,180.2313916,23.33995311
19.560429,17.998171,17.345648,17.030991,16.93318,180.2320076,23.83292261
20.689762,18.000166,16.603661,15.576827,15.069326,180.2322302,24.04992005
20.789742,19.641104,19.148279,18.892414,18.779385,180.4806289,24.06495082
19.915545,17.450115,16.237135,15.789153,15.542498,180.4692648,23.92255913
19.97464,18.211746,17.590849,17.340761,17.260157,180.4853634,24.33726237
20.168503,18.85737,18.267662,17.971533,17.862543,180.714592,23.98708086
20.192867,17.702518,16.498062,15.966621,15.707721,180.7161509,24.0021281
20.814955,19.754391,19.243544,19.028675,18.892103,180.720114,23.95125677
20.675524,18.79035,18.075298,17.769772,17.676735,180.7329666,24.07476058
20.374184,19.498177,19.288185,19.135632,19.098379,180.895648,23.93846395
20.851273,19.910425,19.643385,19.591631,19.492384,180.9119617,23.98434527
20.795084,18.364981,17.052038,15.73023,15.056126,180.4430347,24.06959201
19.510324,18.553999,18.220572,18.148157,18.108639,180.4948066,24.47887952
18.039007,16.947311,16.53968,16.358389,16.302391,180.7309253,23.92216867
17.509872,16.662903,16.365913,16.237698,16.227568,180.7367349,23.90982268
16.748625,15.74847,15.38508,15.23463,15.215508,180.7368599,23.97880229
20.595726,17.995413,16.6597,16.051542,15.697552,180.1461106,24.09874152
20.064531,18.180662,17.463911,17.169188,17.063299,180.1886805,22.22123218
19.567673,17.599056,16.717297,16.438517,16.353674,180.1889561,22.07553422
20.356913,19.421963,19.10815,19.035923,19.00104,180.1894453,24.95898179
18.795601,17.373426,16.880072,16.687433,16.625023,180.1896172,24.47157769
20.015579,19.013548,18.622824,18.423008,18.372574,180.189692,20.75908287
18.216206,17.056444,16.585531,16.423695,16.343916,180.1899654,21.4950293
17.310801,16.297302,15.936242,15.814821,15.75486,180.2194644,21.87694003
19.128092,17.097389,16.233652,15.924422,15.710928,180.2196738,20.75358276
17.753319,16.44125,15.999955,15.781823,15.695258,180.1652447,21.75255138
19.474689,18.566553,18.241005,18.150331,18.216146,180.1900597,22.61334639
18.300476,16.366079,15.604465,15.308877,15.157139,180.199507,23.05898018
18.366604,17.239677,16.717405,16.523884,16.427179,180.2004896,22.74245235
20.885048,19.84038,19.574419,19.457026,19.367363,180.2122817,24.41145299
19.532272,18.6436,18.362152,18.274784,18.24511,180.2377549,22.66267663
19.737785,18.704313,18.377689,18.247715,18.189951,180.2381182,23.97453671
20.399784,18.334452,17.524031,17.218481,17.05946,180.2128062,24.1087985
17.890255,16.760866,16.310816,16.167555,16.107437,180.21306,24.1676962
20.286032,18.83474,18.323366,18.109148,17.969645,180.249946,24.55296818
19.625799,18.615562,18.219023,18.06381,17.990179,180.2501542,22.71340232
20.575546,19.63048,19.347504,19.228062,19.132267,180.2501888,24.57439111
17.245583,16.18399,15.852109,15.742938,15.692793,180.2505931,20.43621255
18.268723,17.022516,16.578308,16.380598,16.345438,180.213067,21.2691402
20.496578,18.539206,17.736626,17.488228,17.376217,180.1700333,23.30894064
20.893396,19.469046,18.941326,18.660696,18.559143,180.1781175,20.57920814
20.833612,19.94795,19.799301,19.638731,19.691898,180.2609772,21.03660519
17.62282,16.739883,16.477783,16.373596,16.270758,180.2177607,20.90335282
20.341139,18.949543,18.498125,18.323616,18.216391,180.1785478,21.32053346
20.679152,18.201885,17.254103,16.865828,16.665634,180.1791121,20.94792806
19.839474,18.133314,17.419342,17.198765,17.067568,180.1796546,22.35512431
20.673759,19.008421,18.393753,18.188747,18.121347,180.1796986,22.83510881
19.178457,18.237137,17.881252,17.718596,17.716717,180.2182512,24.5260473
20.943869,20.114056,19.885872,19.844309,19.719612,180.2182655,22.67542613
20.808998,18.355852,17.088924,16.524691,16.227032,180.218328,23.02162411
18.929337,18.018141,17.698769,17.611349,17.578161,180.2189102,22.76060061
20.77644,20.056911,19.65682,19.595314,19.449123,180.2189122,22.56748442
20.072918,18.591431,18.022722,17.852942,17.74124,180.2191683,24.99882143
19.469526,17.459854,16.609493,16.305017,16.1159,180.2264426,22.89885055
17.622791,16.71369,16.419304,16.314657,16.274366,180.2274305,20.65861037
19.538059,18.395004,17.995235,17.779852,17.727802,180.2827793,21.02281865
18.369743,16.953253,16.330557,16.028315,15.949441,180.2275886,21.2424846
20.893532,18.592972,17.239361,16.451157,16.000713,180.2383461,22.67974116
20.317892,17.702579,16.408716,15.825713,15.516779,180.2385545,20.86654958
20.594828,19.621576,19.182177,19.004129,18.889347,180.2602301,24.73110897
19.753559,18.444891,17.917189,17.73348,17.634243,180.2602863,24.03922154
17.449373,16.240591,15.808116,15.628077,15.54114,180.2604351,20.4317111
19.710627,18.773857,18.398186,18.26926,18.278494,180.2618063,21.57389751
19.094563,19.082697,18.799253,18.84129,19.019609,180.2619931,24.4183445
18.488989,17.333345,16.868271,16.625782,16.544708,180.2180351,23.76872679
